X1,Y1,X2,Y2,Text,X,Y,d
1508.139497,40.299976,1513.908446,59.495661,:,1511.0239714999998,49.8978185,False
1519.659582,40.299976,1531.197480,59.495661,1,1525.428531,49.8978185,False
1537.059593,40.299976,1543.969880,59.495661,),1540.5147365,49.8978185,False
1472.499411,70.059964,1487.482077,89.255649,C,1479.990744,79.65780649999999,False
1513.539451,69.339964,1528.522116,88.535649,C,1521.0307835,78.9378065,False
1431.833544,277.063616,1449.926827,294.239882,2.5,1440.8801855000002,285.651749,False
1440.451653,267.658168,1452.850286,275.279890,`,1446.6509695,271.469029,False
840.340664,152.991573,847.160648,165.390912,`,843.7506559999999,159.1912425,False
741.473270,217.079874,754.286545,223.749789,1,747.8799075,220.4148315,False
730.673304,198.479921,748.526554,213.789799,Ra,739.599929,206.13486,False
647.740741,183.587104,658.840574,200.975978,n,653.2906575,192.281541,False
658.780736,188.291460,674.164532,201.108070,29,666.472634,194.699765,False
675.940730,186.469233,684.504745,198.871333,`,680.2227375,192.67028299999998,False
684.580726,189.840329,698.342945,198.960974,0.5,691.4618355,194.40065149999998,False
855.820656,144.481675,858.961488,153.600607,°,857.391072,149.04114099999998,False
847.060661,147.841674,855.866416,160.320606,45,851.4635384999999,154.08114,False
1251.579502,89.162099,1260.241052,100.440512,5°,1255.910277,94.8013055,False
1613.740655,16.211529,1629.124509,29.028139,12,1621.432582,22.619833999999997,False
1398.230976,242.376078,1411.047586,250.079900,5,1404.639281,246.227989,False
1395.459847,234.361573,1404.580491,240.119904,+,1400.020169,237.2407385,False
1403.619844,235.636472,1412.740488,238.919904,-,1408.180166,237.278188,False
1394.859847,214.597663,1403.980492,233.879906,0.03,1399.4201695,224.2387845,False
1393.526620,184.500450,1410.915494,210.719916,É,1402.2210570000002,197.610183,False
1404.579843,228.397660,1413.700488,233.879906,0,1409.1401655,231.138783,False
835.420660,159.013418,839.834400,171.827528,°,837.62753,165.42047300000002,False
823.060671,163.693415,835.435762,181.187519,45,829.2482164999999,172.440467,False
1238.619505,80.271514,1246.483466,92.670957,`,1242.5514855,86.4712355,False
1246.539501,87.002101,1251.573457,96.120516,4,1249.0564789999999,91.5613085,False
1388.510980,91.776138,1401.327590,109.439956,Ra,1394.919285,100.608047,False
1388.510980,68.616142,1401.327590,87.839962,0.8,1394.919285,78.22805199999999,False
1217.139513,73.093945,1236.388601,92.027408,45°,1226.764057,82.5606765,False
1257.591033,174.696089,1270.407642,201.719919,0.15,1263.9993375,188.20800400000002,False
1254.459903,166.561602,1263.580548,172.319933,+,1259.0202255,169.4407675,False
1263.939900,167.836500,1273.060544,171.119932,-,1268.5002220000001,169.478216,False
1254.459903,160.597687,1263.580548,166.079934,0,1259.0202255,163.33881050000002,False
1264.299899,146.797690,1273.420544,166.079934,0.15,1268.8602215,156.43881199999998,False
662.500742,156.493919,666.896688,169.307390,°,664.698715,162.9006545,False
1472.020711,16.211529,1487.404566,29.028139,11,1479.7126385,22.619833999999997,False
1175.259530,51.819971,1189.100857,71.015656,Y,1182.1801934999999,61.41781350000001,False
1194.819532,51.819971,1201.729820,71.015656,(,1198.274676,61.41781350000001,False
1207.539550,51.819971,1230.597415,71.015656,10,1219.0684824999998,61.41781350000001,False
1236.459528,51.819971,1242.228477,71.015656,:,1239.3440025,61.41781350000001,False
1247.979613,51.819971,1259.517511,71.015656,1,1253.748562,61.41781350000001,False
1265.259623,51.819971,1272.169911,71.015656,),1268.714767,61.41781350000001,False
965.154963,137.802569,981.207960,151.079919,4x,973.1814615,144.44124399999998,False
972.714948,118.015049,989.607477,134.159946,R5,981.1612125,126.0874975,False
566.141179,136.597692,575.261823,150.239940,0.1,570.701501,143.418816,False
1330.300768,16.211529,1345.684622,29.028139,10,1337.992695,22.619833999999997,False
820.420672,85.211502,847.444458,98.028111,0.25,833.9325650000001,91.6198065,False
849.700658,81.960372,855.458989,91.081017,+,852.5798235,86.5206945,False
850.900660,91.440369,854.184092,100.561013,-,852.542376,96.000691,False
855.940658,81.960372,861.422904,91.081017,0,858.681781,86.5206945,False
855.940658,91.800368,875.102857,100.921013,0.25,865.5217574999999,96.3606905,False
536.873313,215.759904,551.606776,225.783307,.6,544.2400445000001,220.77160550000002,False
45.221282,235.931441,54.463097,248.748051,B,49.8421895,242.339746,False
1192.420823,16.211529,1200.124645,29.028139,9,1196.2727340000001,22.619833999999997,False
1183.431062,223.656070,1196.247672,250.679900,0.15,1189.839367,237.167985,False
1180.299933,215.641583,1189.420577,221.399914,+,1184.860255,218.5207485,False
1189.779929,216.916480,1198.900574,220.199912,-,1194.3402515,218.558196,False
1180.299933,209.677667,1189.420577,215.159914,0,1184.860255,212.4187905,False
1190.139929,195.877670,1199.260573,215.159914,0.15,1194.700251,205.518792,False
238.183122,152.933404,250.061432,162.479935,30,244.122277,157.7066695,False
650.260740,147.133914,662.491106,164.627387,30,656.3759230000001,155.8806505,False
1050.700880,16.211529,1058.404701,29.028139,8,1054.5527905,22.619833999999997,False
761.980695,59.139969,775.822022,78.335653,X,768.9013585,68.737811,False
781.660698,59.139969,788.570985,78.335653,(,785.1158415,68.737811,False
794.260715,59.139969,817.438639,78.335653,10,805.8496769999999,68.737811,False
823.180752,59.139969,828.949701,78.335653,:,826.0652265,68.737811,False
834.700720,59.139969,846.238618,78.335653,1,840.4696690000001,68.737811,False
851.980731,59.139969,858.891018,78.335653,),855.4358745,68.737811,False
606.820757,68.739965,626.410281,87.935650,W,616.615519,78.3378075,False
632.260734,68.739965,639.171022,87.935650,(,635.715878,78.3378075,False
644.980752,68.739965,656.518649,87.935650,5,650.7497005,78.3378075,False
662.260762,68.739965,668.029711,87.935650,:,665.1452365,78.3378075,False
673.780730,68.739965,685.318628,87.935650,1,679.549679,78.3378075,False
691.060740,68.739965,697.971028,87.935650,),694.515884,78.3378075,False
533.033318,209.039904,545.846784,215.703307,1,539.440051,212.3716055,False
522.233344,190.439924,540.086792,205.743307,Ra,531.1600679999999,198.0916155,False
115.540954,194.747099,126.640787,212.135973,n,121.0908705,203.44153599999999,False
126.700949,199.451456,142.084774,212.268066,29,134.3928615,205.859761,False
143.860942,197.509229,152.424957,209.911328,`,148.1429495,203.71027850000002,False
152.380939,200.880325,166.143187,210.000969,0.5,159.262063,205.440647,False
908.980936,16.211529,916.684758,29.028139,7,912.832847,22.619833999999997,False
701.872255,100.776133,714.688865,119.999952,0.8,708.2805599999999,110.3880425,False
293.275079,121.850405,310.168255,142.079943,45°,301.721667,131.965174,False
297.332797,111.494077,309.731802,119.759952,`,303.5322995,115.6270145,False
302.983275,106.188465,312.101354,111.479955,4,307.5423145,108.83421,False
243.583120,149.465167,252.701429,152.879935,°,248.14227449999998,151.172551,False
439.660824,137.173567,451.189244,155.147483,30,445.425034,146.160525,False
451.180818,147.493554,455.330763,160.307476,°,453.2557905,153.90051499999998,False
355.900858,153.371474,382.924673,166.188084,0.25,369.4127655,159.77977900000002,False
385.180844,150.240345,390.939175,159.360989,+,388.0600095,154.80066699999998,False
386.380845,159.720341,389.664277,168.840986,-,388.022561,164.2806635,False
391.420843,150.240345,396.903090,159.360989,0,394.1619665,154.80066699999998,False
391.420843,160.080341,410.703102,169.200985,0.25,401.0619725,164.64066300000002,False
220.795036,176.930017,237.568304,190.199924,60,229.18167,183.56497050000002,False
228.475023,172.081439,241.288298,176.879939,°,234.8816605,174.48068899999998,False
230.493095,162.385232,242.891778,169.799932,`,236.69243649999999,166.092582,False
138.100945,165.973981,158.335568,182.747352,30°,148.2182565,174.3606665,False
767.380993,16.211529,775.084815,29.028139,6,771.232904,22.619833999999997,False
1612.431742,158.879936,1626.565951,179.640138,10°,1619.4988465000001,169.260037,False
63.592710,164.256100,76.409320,183.599927,0.8,70.001015,173.92801350000002,False
62.610583,154.035920,75.012682,162.599935,`,68.8116325,158.3179275,False
65.981679,140.197691,75.102323,153.959938,0.1,70.542001,147.0788145,False
45.101282,94.211498,54.343097,107.028108,A,49.7221895,100.619803,False
404.740838,74.619962,418.582165,93.815647,V,411.6615015,84.2178045,False
424.420870,74.619962,431.331157,93.815647,(,427.8760135,84.2178045,False
437.140887,74.619962,448.678785,93.815647,5,442.90983600000004,84.2178045,False
454.420898,74.619962,460.189847,93.815647,:,457.3053725,84.2178045,False
465.940924,74.619962,477.478822,93.815647,1,471.709873,84.2178045,False
483.340935,74.619962,490.251222,93.815647,),486.7960785,84.2178045,False
304.423275,97.113139,314.981355,106.199961,5°,309.702315,101.65655000000001,False
200.741325,86.437720,209.861969,100.199960,0.1,205.301647,93.31884,False
204.952454,108.696132,217.769063,116.399953,1,211.36075849999997,112.54804250000001,False
201.341325,100.681626,210.461969,106.439957,+,205.90164700000003,103.5607915,False
210.221321,101.956526,219.341965,105.239958,-,214.78164299999997,103.598242,False
210.461321,86.437720,219.581965,100.199960,0.5,215.02164299999998,93.31884,False
74.753731,72.479925,89.487002,82.509835,.6,82.1203665,77.49488,False
279.580888,66.339966,294.563554,85.535650,U,287.072221,75.937808,False
300.340911,66.339966,307.251198,85.535650,(,303.79605449999997,75.937808,False
313.060929,66.339966,336.118823,85.535650,10,324.589876,75.937808,False
341.980936,66.339966,347.749885,85.535650,:,344.8654105,75.937808,False
353.500963,66.339966,365.038860,85.535650,1,359.26991150000003,75.937808,False
370.900973,66.339966,377.811261,85.535650,),374.35611700000004,75.937808,False
570.232308,158.856112,583.048917,166.559933,1,576.6406125,162.7080225,False
566.741178,150.841606,575.861823,156.599937,+,571.3015005,153.7207715,False
575.621175,152.116506,584.741819,155.399938,-,580.181497,153.758222,False
575.861175,136.597692,584.981819,150.239940,0.5,580.421497,143.418816,False
70.913738,65.759934,83.727013,72.429849,1,77.3203755,69.0948915,False
60.113772,47.159981,77.967023,62.469860,Ra,69.0403975,54.8149205,False
136.060946,59.259968,148.740182,78.455653,T,142.400564,68.8578105,False
154.540962,59.259968,161.451249,78.455653,(,157.9961055,68.8578105,False
167.260965,59.259968,178.798863,78.455653,5,173.02991400000002,68.8578105,False
184.660975,59.259968,190.429924,78.455653,:,187.54544950000002,68.8578105,False
196.180973,59.259968,207.718870,78.455653,1,201.94992150000002,68.8578105,False
213.460983,59.259968,220.371271,78.455653,),216.91612700000002,68.8578105,False
625.541050,16.091529,633.244872,28.908139,5,629.392961,22.499834,False
483.941106,16.211529,491.644928,29.028139,4,487.79301699999996,22.619833999999997,False
567.343079,61.628617,579.221279,69.719970,0°,573.282179,65.6742935,False
342.101163,16.211529,349.804985,29.028139,3,345.953074,22.619833999999997,False
547.194758,88.976556,563.968218,102.359959,60,555.581488,95.66825750000001,False
554.994747,84.246144,567.808213,89.039959,°,561.40148,86.6430515,False
556.892821,74.552714,569.291674,81.959967,`,563.0922475,78.2563405,False
564.463077,69.778187,573.581277,74.519970,3,569.022177,72.1490785,False
200.501220,16.211529,208.205042,29.028139,2,204.353131,22.619833999999997,False
498.832336,118.536128,511.648946,126.239950,1,505.240641,122.38803899999999,False
58.661277,16.211529,66.365098,29.028139,1,62.5131875,22.619833999999997,False
986.500605,865.811189,1013.524450,878.627799,69.5,1000.0125275,872.2194939999999,False
59.741276,992.034400,75.497923,999.307117,Raw,67.61959949999999,995.6707584999999,False
77.741273,992.034400,91.447009,999.307117,part,84.59414100000001,995.6707584999999,False
93.581266,992.034400,105.967008,999.307117,No:,99.774137,995.6707584999999,False
225.581259,1064.342753,251.317626,1069.826817,according,238.44944249999998,1067.084785,False
252.941259,1064.342753,257.917626,1069.826817,to,255.4294425,1067.084785,False
259.541258,1064.342753,269.701789,1069.826817,DIN,264.6215235,1067.084785,False
271.421252,1064.342753,281.553786,1069.826817,ISO,276.487519,1067.084785,False
283.301256,1064.342753,299.797623,1069.826817,13715,291.5494395,1067.084785,False
59.741276,1074.354367,88.846721,1081.627084,Nominal,74.2939985,1077.9907254999998,False
91.061273,1074.354367,123.912456,1081.627084,geometry,107.4868645,1077.9907254999998,False
126.221249,1074.354367,171.072468,1081.627084,(theoretically,148.6468585,1077.9907254999998,False
173.261261,1074.354367,194.839435,1081.627084,exact),184.05034799999999,1077.9907254999998,False
197.021256,1074.354367,222.992759,1081.627084,defined,210.0070075,1077.9907254999998,False
225.221264,1074.354367,233.592466,1081.627084,by,229.40686499999998,1077.9907254999998,False
235.781259,1074.354367,252.377844,1081.627084,CAD,244.0795515,1077.9907254999998,False
254.621188,1074.354367,267.006923,1081.627084,file:,260.8140555,1077.9907254999998,False
140.141244,1086.719970,228.783448,1095.840615,5152166_Rev04.stp,184.462346,1091.2802925,False
59.741276,1102.674356,102.847006,1109.947073,Cleanliness:,81.294141,1106.3107145,False
59.741276,1113.075261,76.427393,1121.480511,Part,68.0843345,1117.2778859999999,False
78.941280,1113.075261,93.564654,1121.480511,has,86.25296700000001,1117.2778859999999,False
96.221275,1113.075261,103.793514,1121.480511,to,100.0073945,1117.2778859999999,False
106.301278,1113.075261,116.393512,1121.480511,be,111.347395,1117.2778859999999,False
118.901276,1113.075261,161.993554,1121.480511,degreased,140.44741499999998,1117.2778859999999,False
164.501318,1113.075261,179.753565,1121.480511,and,172.1274415,1117.2778859999999,False
182.261329,1113.075261,197.993572,1121.480511,free,190.1274505,1117.2778859999999,False
200.501336,1113.075261,208.067459,1121.480511,of,204.2843975,1117.2778859999999,False
210.581331,1113.075261,247.067468,1121.480511,deposits.,228.8243995,1117.2778859999999,False
249.581340,1113.075261,294.113384,1121.480511,detachable,271.847362,1117.2778859999999,False
59.741276,1123.395257,80.484647,1131.800507,burrs,70.1129615,1127.597882,False
83.021269,1123.395257,98.273500,1131.800507,and,90.6473845,1127.597882,False
100.781264,1123.395257,124.038515,1131.800507,visual,112.40988949999999,1127.597882,False
126.581245,1123.395257,168.593497,1131.800507,detectable,147.58737100000002,1127.597882,False
171.101261,1123.395257,207.467392,1131.800507,particles.,189.2843265,1127.597882,False
59.741276,1136.634342,88.272467,1143.907059,Delivery,74.0068715,1140.2707005,False
90.461267,1136.634342,128.406996,1143.907059,conditions:,109.4341315,1140.2707005,False
475.060810,1112.411091,489.668711,1125.227701,2x,482.3647605,1118.8193959999999,False
493.540803,1107.706734,504.640636,1125.095608,n,499.0907195,1116.401171,False
504.580798,1112.411091,527.764568,1125.227701,134,516.172683,1118.8193959999999,False
531.220788,1117.799958,534.504219,1126.920602,-,532.8625035,1122.3602799999999,False
536.380785,1118.159958,550.023004,1127.280602,0.2,543.2018945,1122.72028,False
553.900825,1112.411091,572.446712,1125.227701,CT,563.1737685,1118.8193959999999,False
530.020788,1108.319962,535.779119,1117.440606,+,532.8999535,1112.8802839999998,False
536.380785,1108.319962,541.863032,1117.440606,0,539.1219085,1112.8802839999998,False
619.060752,1103.291094,636.844571,1116.107704,Ra,627.9526615,1109.699399,False
640.660740,1103.291094,659.884552,1116.107704,3.2,650.272646,1109.699399,False
753.340699,1094.411098,768.724494,1107.227708,10,761.0325965,1100.819403,False
772.540663,1094.411098,797.904584,1107.227708,MIN,785.2226235,1100.819403,False
753.580699,1121.051087,780.604485,1133.867697,15.1,767.092592,1127.459392,False
782.380687,1120.068860,790.944702,1132.470959,`,786.6626945,1126.2699095,False
791.020684,1123.439956,796.502930,1132.560600,2,793.761807,1128.000278,False
970.900611,1030.779580,985.883277,1049.975265,D,978.391944,1040.3774225,False
971.140612,1058.019569,986.123277,1077.215254,D,978.6319445,1067.6174115,False
342.101163,1164.131070,349.804985,1176.947680,3,345.953074,1170.5393749999998,False
483.941106,1164.251070,491.644928,1177.067680,4,487.79301699999996,1170.6593750000002,False
625.541050,1164.131070,633.244872,1176.947680,5,629.392961,1170.5393749999998,False
767.381016,1164.131070,775.084838,1176.947680,6,771.232927,1170.5393749999998,False
1451.619419,965.229798,1453.980015,971.787009,-,1452.799717,968.5084035,False
1491.579403,965.829798,1527.321090,972.387009,20.06.2018,1509.4502465,969.1084035,False
1547.259381,965.949798,1556.667662,972.507009,KB,1551.9635215,969.2284035,False
1576.659369,965.829798,1612.401056,972.387009,26.06.2018,1594.5302124999998,969.1084035,False
1630.419348,965.949798,1640.734494,972.507009,KG,1635.5769209999999,969.2284035,False
1451.619419,977.469793,1453.980015,984.027005,-,1452.799717,980.7483990000001,False
1491.579403,978.189793,1527.321090,984.747004,08.06.2018,1509.4502465,981.4683984999999,False
1547.259691,978.189793,1556.667972,984.747004,KB,1551.9638315,981.4683984999999,False
1576.659669,978.189793,1612.401356,984.747004,08.06.2018,1594.5305125,981.4683984999999,False
1630.899994,978.189793,1640.271303,984.747004,DF,1635.5856485,981.4683984999999,False
1153.179539,990.429788,1157.120954,996.986999,2,1155.1502464999999,993.7083935,False
1167.939533,989.709788,1203.164245,996.267000,Tolerances,1185.5518889999998,992.988394,False
1205.139757,989.709788,1232.481401,996.267000,changed,1218.810579,992.988394,False
1451.619419,989.709788,1453.980015,996.267000,-,1452.799717,992.988394,False
1491.579403,990.429788,1527.321090,996.986999,03.05.2018,1509.4502465,993.7083935,False
1547.259691,990.429788,1556.667972,996.986999,KB,1551.9638315,993.7083935,False
1576.659669,990.429788,1612.401356,996.986999,03.05.2018,1594.5305125,993.7083935,False
1630.899994,990.429788,1640.271303,996.986999,DF,1635.5856485,993.7083935,False
1153.179539,1002.669783,1157.120954,1009.226994,1,1155.1502464999999,1005.9483885,False
1167.939533,1001.949783,1182.990226,1008.506995,Start,1175.4648794999998,1005.228389,False
1184.979449,1001.949783,1211.910348,1008.506995,drawing.,1198.4448985,1005.228389,False
1213.899571,1001.949783,1250.241269,1008.506995,anodization,1232.07042,1005.228389,False
1252.299867,1001.949783,1281.990682,1008.506995,removed.,1267.1452745000001,1005.228389,False
1283.979906,1001.949783,1302.990765,1008.506995,layout,1293.4853355,1005.228389,False
1304.979988,1001.949783,1326.801563,1008.506995,update,1315.8907755,1005.228389,False
1451.619419,1001.949783,1453.980015,1008.506995,-,1452.799717,1005.228389,False
1491.579403,1002.669783,1527.321090,1009.226994,18.04.2018,1509.4502465,1005.9483885,False
1547.259691,1002.669783,1556.667972,1009.226994,KB,1551.9638315,1005.9483885,False
1576.659669,1002.669783,1612.401356,1009.226994,18.04.2018,1594.5305125,1005.9483885,False
1437.819425,1014.947386,1467.738370,1021.146955,SECTION,1452.7788974999999,1018.0471705,False
1500.459400,1014.947386,1518.369774,1021.146955,DATE,1509.414587,1018.0471705,False
1268.259493,1014.947386,1314.258403,1021.146955,DESCRIPTION,1291.2589480000001,1018.0471705,False
1148.019541,1079.874365,1174.925371,1087.147082,Weight:,1161.472456,1083.5107235,False
846.460661,1086.251101,861.068533,1099.067711,4x,853.764597,1092.659406,False
846.460661,1103.386736,862.552826,1120.775610,j,854.5067435,1112.081173,False
868.300653,1106.171093,898.324488,1118.987703,Ø0.2,883.3125705,1112.5793979999999,False
903.940638,1106.171093,913.182453,1118.987703,B,908.5615455,1112.5793979999999,False
184.421226,1151.519945,201.452433,1160.640589,ISO,192.9368295,1156.080267,False
204.221242,1151.519945,226.263476,1160.640589,2768,215.242359,1156.080267,False
229.061230,1151.519945,232.344662,1160.640589,-,230.702946,1156.080267,False
235.421206,1151.519945,250.820238,1160.640589,mH,243.120722,1156.080267,False
200.501243,1164.251070,208.205065,1177.067680,2,204.353154,1170.6593750000002,False
1167.939533,965.109798,1198.041153,971.667009,Redesign,1182.990343,968.3884035,False
1167.939533,977.469793,1203.164245,984.027005,Tolernaces,1185.5518889999998,980.7483990000001,False
1205.139757,977.469793,1232.481401,984.027005,changed,1218.810579,980.7483990000001,False
908.981001,1164.131070,916.684822,1176.947680,7,912.8329115,1170.5393749999998,False
1630.899994,1002.669783,1640.271303,1009.226994,DF,1635.5856485,1005.9483885,False
1533.819386,1014.947386,1559.298385,1021.146955,DRAWN,1546.5588855,1018.0471705,False
1561.179302,1014.947386,1570.089735,1021.146955,BY,1565.6345185,1018.0471705,False
1575.819370,1014.947386,1593.402606,1021.146955,INSP.,1584.610988,1018.0471705,False
1595.259265,1014.947386,1613.169640,1021.146955,DATE,1604.2144524999999,1018.0471705,False
1621.419351,1014.947386,1639.002587,1021.146955,INSP.,1630.210969,1018.0471705,False
1640.859247,1014.947386,1649.769680,1021.146955,BY,1645.3144635,1018.0471705,False
1368.339453,1026.467381,1400.538429,1032.666951,REVISION,1384.4389409999999,1029.5671659999998,False
1402.419346,1026.467381,1432.329619,1032.666951,HISTORY,1417.3744824999999,1029.5671659999998,False
141.941243,1136.879950,145.224675,1146.000595,-,143.582959,1141.4402725,False
59.741276,1150.914336,87.886709,1158.187054,General,73.8139925,1154.550695,False
90.101261,1150.914336,126.672439,1158.187054,tolerances,108.38685,1154.550695,False
128.861232,1150.914336,163.112740,1158.187054,according,145.986986,1154.550695,False
165.341245,1150.914336,174.126989,1158.187054,to:,169.734117,1154.550695,False
58.661277,1164.251070,66.365098,1177.067680,1,62.5131875,1170.6593750000002,False
550.180780,1077.731105,567.964598,1090.547714,Ra,559.0726890000001,1084.1394095,False
571.780767,1077.731105,591.004579,1090.547714,1.6,581.3926730000001,1084.1394095,False
446.140822,1083.946743,457.240655,1101.335618,n,451.6907385,1092.6411805,False
457.300817,1088.651100,480.364645,1101.467710,132,468.83273099999997,1095.059405,False
482.140807,1086.708873,490.704822,1099.110973,`,486.42281449999996,1092.9099230000002,False
490.780804,1090.079969,504.543022,1099.200613,0.1,497.661913,1094.640291,False
1153.179539,965.949798,1157.120954,972.507009,4,1155.1502464999999,969.2284035,False
1153.179539,978.189793,1157.120954,984.747004,3,1155.1502464999999,981.4683984999999,False
1148.019541,1037.512985,1185.358388,1045.560482,Copyright,1166.6889645,1041.5367335,False
1148.019541,1047.352981,1163.176744,1055.400478,The,1155.5981425,1051.3767295,False
1165.539562,1047.352981,1216.318484,1055.400478,reproduction.,1190.929023,1051.3767295,False
1218.819817,1047.352981,1260.857230,1055.400478,distribution,1239.8385235,1051.3767295,False
1263.340048,1047.352981,1277.777345,1055.400478,and,1270.5586965,1051.3767295,False
1280.260163,1047.352981,1316.537568,1055.400478,utilization,1298.3988654999998,1051.3767295,False
1319.020386,1047.352981,1326.239035,1055.400478,of,1322.6297104999999,1051.3767295,False
1328.620368,1047.352981,1342.209547,1055.400478,this,1335.4149575000001,1051.3767295,False
1344.579514,1047.352981,1382.878347,1055.400478,document,1363.7289305,1051.3767295,False
1385.259680,1047.352981,1394.529728,1055.400478,as,1389.8947039999998,1051.3767295,False
1397.019694,1047.352981,1411.911205,1055.400478,well,1404.4654495,1051.3767295,False
1414.419804,1047.352981,1423.569852,1055.400478,as,1418.994828,1051.3767295,False
1425.939818,1047.352981,1438.097032,1055.400478,the,1432.018425,1051.3767295,False
1440.459850,1047.352981,1499.057298,1055.400478,communication,1469.758574,1051.3767295,False
1501.540116,1047.352981,1508.758765,1055.400478,of,1505.1494404999999,1051.3767295,False
1511.140098,1047.352981,1519.930095,1055.400478,its,1515.5350965,1051.3767295,False
1522.300061,1047.352981,1555.209467,1055.400478,contents,1538.7547639999998,1051.3767295,False
1557.699433,1047.352981,1564.936597,1055.400478,to,1561.3180149999998,1051.3767295,False
1567.419415,1047.352981,1591.569518,1055.400478,others,1579.4944665,1051.3767295,False
1593.939484,1047.352981,1621.558261,1055.400478,without,1607.7488724999998,1051.3767295,False
1148.019541,1057.072977,1178.649673,1065.120474,express,1163.3346069999998,1061.0967255,False
1181.019640,1057.072977,1230.857120,1065.120474,authorization,1205.93838,1061.0967255,False
1233.339937,1057.072977,1239.609968,1065.120474,is,1236.4749525,1061.0967255,False
1241.979934,1057.072977,1282.678850,1065.120474,prohibited.,1262.329392,1061.0967255,False
1285.060184,1057.072977,1323.370267,1065.120474,Offenders,1304.2152255,1061.0967255,False
1325.740233,1057.072977,1337.871727,1065.120474,will,1331.80598,1061.0967255,False
1340.259431,1057.072977,1350.016679,1065.120474,be,1345.138055,1061.0967255,False
1352.379497,1057.072977,1368.856826,1065.120474,held,1360.6181615,1061.0967255,False
1371.219644,1057.072977,1391.537037,1065.120474,liable,1381.3783405,1061.0967255,False
1394.019855,1057.072977,1404.236969,1065.120474,for,1399.128412,1061.0967255,False
1406.619826,1057.072977,1418.777040,1065.120474,the,1412.698433,1061.0967255,False
1421.139858,1057.072977,1454.518641,1065.120474,payment,1437.8292495,1061.0967255,False
1456.899975,1057.072977,1464.238623,1065.120474,of,1460.569299,1061.0967255,False
1466.619957,1057.072977,1504.798790,1065.120474,damages.,1485.7093735,1061.0967255,False
1507.300123,1057.072977,1516.911562,1065.120474,All,1512.1058425,1061.0967255,False
1519.420160,1057.072977,1540.689403,1065.120474,rights,1530.0547815,1061.0967255,False
1543.059369,1057.072977,1577.056691,1065.120474,reserved,1560.0580300000001,1061.0967255,False
1579.419509,1057.072977,1586.176739,1065.120474,in,1582.798124,1061.0967255,False
1588.659557,1057.072977,1600.696771,1065.120474,the,1594.678164,1061.0967255,False
1603.179588,1057.072977,1624.438334,1065.120474,event,1613.808961,1061.0967255,False
1148.019541,1066.912973,1155.358189,1074.960470,of,1151.688865,1070.9367215,False
1157.739523,1066.912973,1169.896737,1074.960470,the,1163.81813,1070.9367215,False
1172.379555,1066.912973,1192.198292,1074.960470,grant,1182.2889235,1070.9367215,False
1194.579625,1066.912973,1201.798274,1074.960470,of,1198.1889495,1070.9367215,False
1204.179607,1066.912973,1209.016806,1074.960470,a,1206.5982065,1070.9367215,False
1211.499623,1066.912973,1238.158353,1074.960470,patent.,1224.828988,1070.9367215,False
1240.539687,1066.912973,1260.369763,1074.960470,utility,1250.454725,1070.9367215,False
1262.859729,1066.912973,1286.631265,1074.960470,model,1274.745497,1070.9367215,False
1289.019864,1066.912973,1296.717013,1074.960470,or,1292.8684385000001,1070.9367215,False
1299.099869,1066.912973,1327.198697,1074.960470,design.,1313.149283,1070.9367215,False
1329.699468,1066.912973,1347.508028,1074.960470,(ISO,1338.603748,1070.9367215,False
1349.979362,1066.912973,1377.116709,1074.960470,16016),1363.5480355,1070.9367215,False
1072.311832,1138.079552,1087.526593,1157.877165,lar),1079.9192125,1147.9783585,False
1065.351837,1093.199563,1078.166600,1100.809285,1,1071.7592184999999,1097.004424,False
1067.031835,1104.599555,1084.046596,1138.129275,(circu,1075.5392155,1121.364415,False
44.741282,1086.251101,54.745166,1099.067711,H,49.743224,1092.659406,False
1657.180637,944.531158,1667.960445,957.347768,G,1662.570541,950.9394629999999,False
1147.299541,1014.947386,1163.082836,1021.146955,REV.,1155.1911885,1018.0471705,False
842.140651,1060.572975,856.720910,1074.107185,4x,849.4307805000001,1067.34008,False
860.500656,1058.052974,885.813743,1072.427185,R50,873.1571995,1065.2400794999999,False
671.752621,1116.151905,684.568775,1130.879548,4x,678.1606979999999,1123.5157265,False
671.752621,1078.535992,684.568775,1112.399549,M6x1,678.1606979999999,1095.4677705,False
59.741276,1064.342753,85.477636,1069.826817,according,72.609456,1067.084785,False
87.101269,1064.342753,92.077636,1069.826817,to,89.5894525,1067.084785,False
93.701268,1064.342753,103.981799,1069.826817,DIN,98.8415335,1067.084785,False
105.581262,1064.342753,115.833804,1069.826817,ISO,110.707533,1067.084785,False
117.461260,1064.342753,130.717626,1069.826817,1302,124.08944299999999,1067.084785,False
976.900609,938.619617,991.883275,957.815302,R,984.391942,948.2174594999999,False
827.260671,1018.333860,834.843042,1031.146953,3,831.0518565,1024.7404065,False
782.860736,1024.933843,797.359412,1039.066935,4x,790.1100739999999,1032.000389,False
801.100680,1018.310953,812.025136,1035.694863,n,806.562908,1027.002908,False
812.020675,1019.653858,827.163044,1033.786950,14,819.5918595,1026.720404,False
715.180714,1020.699584,752.123423,1039.895269,D-D,733.6520685,1030.2974265,False
517.432683,1043.376041,530.248836,1062.719575,3.5,523.8407595,1053.047808,False
234.101206,1015.805621,254.494157,1026.774175,-0.2,244.2976815,1021.289898,False
234.101206,1027.205617,261.094149,1038.174170,-0.05,247.5976775,1032.6898935,False
