X1,Y1,X2,Y2,Text,X,Y,d
158.632472,521.975989,171.449082,537.359785,55,165.040777,529.6678870000001,False
158.632472,599.855958,171.449082,615.359754,55,165.040777,607.607856,False
77.021169,649.186917,98.105665,666.575791,d,87.563417,657.881354,False
107.860957,654.011274,127.204776,666.827884,0.2,117.5328665,660.419579,False
137.020945,654.011274,146.262760,666.827884,A,141.6418525,660.419579,False
45.221282,661.091271,54.463097,673.907881,E,49.8421895,667.4995759999999,False
312.700875,371.739844,328.845631,390.935528,Q,320.773253,381.33768599999996,False
240.472439,519.455995,253.289049,546.359781,21.3,246.880744,532.907888,False
237.341310,511.321464,246.461955,517.079795,+,241.9016325,514.2006295,False
246.821306,512.596362,255.941951,515.879794,-,251.38162849999998,514.238078,False
237.341310,505.357549,246.461955,510.839796,0,241.9016325,508.0986725,False
247.061306,497.077577,256.181951,510.839796,0.1,251.6216285,503.9586865,False
82.421267,506.411333,100.205086,519.227943,Ra,91.3131765,512.8196379999999,False
104.021262,506.411333,123.245081,519.227943,1.6,113.6331715,512.8196379999999,False
44.741282,519.371328,54.745166,532.187938,D,49.743224,525.779633,False
490.180804,362.867032,511.265300,380.255906,g,500.72305200000005,371.561469,False
522.340791,365.291389,549.244577,378.107999,0.03,535.792684,371.699694,False
184.432462,456.575991,197.249072,483.599807,39.3,190.840767,470.087899,False
182.021332,448.561487,191.141977,454.319818,+,186.5816545,451.4406525,False
190.781329,449.716387,199.901973,452.999819,-,195.341651,451.358103,False
181.901332,442.477574,191.021977,447.959821,5,186.4616545,445.21869749999996,False
191.741328,442.477574,200.861973,447.959821,0,196.3016505,445.21869749999996,False
73.301171,454.306995,94.385667,471.695869,b,83.843419,463.001432,False
100.300960,456.611353,127.204775,469.427963,0.05,113.75286750000001,463.019658,False
132.940947,456.611353,142.182762,469.427963,B,137.56185449999998,463.019658,False
73.061271,471.586988,94.599615,488.975863,c,83.830443,480.2814255,False
100.300960,476.531345,127.204775,489.347955,0.05,113.75286750000001,482.93965000000003,False
160.432471,456.935986,173.249081,472.439811,54,166.840776,464.6878985,False
158.610245,446.595803,171.012344,455.159818,`,164.8112945,450.8778105,False
161.981340,432.877574,171.101985,446.639821,0.1,166.5416625,439.7586975,False
73.301171,431.987004,94.385667,449.375878,d,83.843419,440.681441,False
104.140958,436.811361,123.364778,449.627971,0.2,113.752868,443.21966599999996,False
132.940947,436.811361,142.182762,449.627971,A,137.56185449999998,443.21966599999996,False
209.500916,386.291381,227.284735,399.107991,Ra,218.39282550000001,392.69968600000004,False
231.100918,386.291381,250.324745,399.107991,3.2,240.7128315,392.69968600000004,False
1591.299363,217.787433,1599.876461,235.175900,n,1595.587912,226.48166650000002,False
1130.379548,340.211400,1144.987478,353.028009,4x,1137.683513,346.6197045,False
581.272303,575.191893,594.088913,589.799764,2x,587.680608,582.4958285,False
581.272303,536.616011,594.088913,571.319771,25.25,587.680608,553.967891,False
73.901270,385.787023,94.985767,403.175897,b,84.4435185,394.48145999999997,False
100.900960,388.091380,120.124779,400.907990,0.1,110.5128695,394.499685,False
124.060955,388.091380,142.486842,400.907990,CZ,133.2738985,394.499685,False
148.180941,388.091380,157.422756,400.907990,B,152.8018485,394.499685,False
73.781270,403.067016,95.319615,420.455890,c,84.5504425,411.761453,False
100.900960,407.891372,120.124779,420.707982,0.1,110.5128695,414.299677,False
124.060955,407.891372,142.486842,420.707982,CZ,133.2738985,414.299677,False
677.860729,333.227044,689.414410,350.615918,o,683.6375694999999,341.92148099999997,False
689.500724,337.931400,704.884520,350.748010,70,697.192622,344.339705,False
254.152434,391.056019,266.969044,398.759840,4,260.560739,394.9079295,False
44.741282,377.651385,54.745166,390.467994,C,49.743224,384.0596895,False
1615.059375,182.053432,1625.999058,199.907543,2x,1620.5292165,190.98048749999998,False
1374.086627,605.819920,1391.475502,616.919753,n,1382.7810645,611.3698365,False
1378.790984,590.375962,1391.607594,605.759758,90,1385.1992890000001,598.06786,False
1378.790984,561.455973,1391.607594,586.919765,H10,1385.1992890000001,574.187869,False
1374.653820,551.291374,1392.954938,557.879777,(,1383.8043790000002,554.5855755,False
1376.019855,546.721448,1385.140499,552.479779,+,1380.580177,549.6006135,False
1384.179851,547.996348,1393.300496,551.279779,-,1388.7401735,549.6380635,False
1375.419855,527.077582,1384.540499,546.239782,0.14,1379.980177,536.658682,False
1385.139851,540.757535,1394.260495,546.239782,0,1389.700173,543.4986584999999,False
1374.653820,520.331387,1392.954938,526.919789,),1383.8043790000002,523.625588,False
73.781270,368.171388,88.389164,380.987998,4x,81.085217,374.579693,False
1257.459500,290.041339,1261.277371,299.160632,°,1259.3684355,294.6009855,False
1369.791342,660.936177,1382.607495,678.719729,Ra,1376.1994184999999,669.827953,False
1369.791342,637.896180,1382.607495,657.119715,1.6,1376.1994184999999,647.5079475,False
492.700803,342.707040,508.792968,360.095914,r,500.74688549999996,351.401477,False
516.940793,345.371397,554.644602,358.188007,Ø0.05,535.7926975,351.77970200000004,False
560.380776,345.371397,569.622591,358.188007,B,565.0016835,351.77970200000004,False
674.380730,302.627056,685.480563,320.015930,n,679.9306465,311.32149300000003,False
685.420726,307.331413,708.484496,320.148023,137,696.9526109999999,313.73971800000004,False
1238.499505,291.470652,1246.789608,303.871018,`,1242.6445565,297.670835,False
1246.779501,291.361338,1257.366341,301.800630,45,1252.072921,296.580984,False
1340.379464,273.707068,1356.471629,291.095942,i,1348.4255465,282.401505,False
1366.059454,278.531424,1385.283266,291.348034,0.1,1375.6713599999998,284.939729,False
1394.859442,278.531424,1404.101257,291.348034,A,1399.4803495,284.939729,False
1193.391412,537.456243,1206.207566,556.679777,7.5,1199.799489,547.06801,False
1193.391412,508.156254,1206.207566,533.639781,MIN,1199.799489,520.8980174999999,False
168.340933,336.827042,179.440766,354.215916,n,173.8908495,345.521479,False
179.380928,341.531399,194.884753,354.348009,21,187.1328405,347.939704,False
198.340921,341.531399,216.124739,354.348009,H7,207.23283,347.939704,False
219.700912,337.394235,226.289314,355.695353,(,222.995113,346.544794,False
224.980910,338.760270,230.739241,347.880914,+,227.8600755,343.32059200000003,False
226.180910,346.920266,229.464341,356.040911,-,227.82262550000002,351.4805885,False
231.220908,338.040270,256.023162,347.160914,0.021,243.622035,342.600592,False
256.060898,337.394235,262.649300,355.695353,),259.355099,346.544794,False
266.500893,336.827042,292.720359,354.215916,É,279.610626,345.521479,False
231.220908,347.880266,236.703154,357.000910,0,233.96203100000002,352.440588,False
1216.779513,295.213001,1237.144475,311.987569,45°,1226.961994,303.600285,False
1193.391412,611.616214,1206.207566,630.839748,7.5,1199.799489,621.227981,False
1193.391412,582.436225,1206.207566,607.679751,MIN,1199.799489,595.057988,False
492.220803,299.267057,508.312968,316.655931,r,500.2668855,307.961494,False
516.460793,301.931415,554.164603,314.748025,Ø0.05,535.312698,308.33972,False
559.900776,301.931415,583.704673,314.748025,B-C,571.8027245,308.33972,False
489.700804,319.307049,510.785300,336.695923,g,500.24305200000003,328.001486,False
521.860791,321.731407,548.884577,334.548017,0.03,535.3726839999999,328.13971200000003,False
228.820908,293.880288,234.579240,303.000932,+,231.700074,298.44061,False
235.180906,294.000288,240.663153,303.120932,0,237.9220295,298.56061,False
550.312670,449.672138,563.128823,464.279781,2x,556.7207465,456.97595950000004,False
550.312670,418.896286,563.128823,445.799822,13.8,556.7207465,432.348054,False
128.260949,332.411403,145.148843,345.228013,Rz,136.70489600000002,338.819708,False
149.020939,332.411403,168.244766,345.228013,6.3,158.6328525,338.819708,False
170.620932,293.267060,181.720765,310.655934,n,176.1708485,301.961497,False
181.780927,297.971416,197.164752,310.788026,35,189.4728395,304.379721,False
200.740920,297.971416,219.964733,310.788026,M7,210.3528265,304.379721,False
223.540911,293.834252,230.129313,312.135370,(,226.83511199999998,302.98481100000004,False
230.140908,303.360284,233.424340,312.480928,-,231.782624,307.920606,False
235.180906,303.720284,259.983174,312.840928,0.025,247.58204,308.28060600000003,False
259.900896,293.834252,266.489298,312.135370,),263.19509700000003,302.98481100000004,False
270.340892,293.267060,296.560358,310.655934,É,283.450625,301.961497,False
552.952669,590.072092,565.768822,604.679734,2x,559.3607455,597.3759130000001,False
552.952669,551.616227,565.768822,586.319765,15.25,559.3607455,568.967996,False
79.901168,311.771411,89.142983,324.588021,B,84.5220755,318.179716,False
1433.271895,131.897561,1452.567304,150.839940,50°,1442.9195995,141.3687505,False
1340.379464,253.787075,1356.471629,271.175950,i,1348.4255465,262.4815125,False
1362.219455,258.731432,1389.123300,271.548042,0.05,1375.6713774999998,265.13973699999997,False
1394.859442,258.731432,1404.101257,271.548042,B,1399.4803495,265.13973699999997,False
502.672689,552.272177,515.488842,566.879820,2x,509.0807655,559.5759985,False
502.672689,532.896242,515.488842,548.399781,10,509.0807655,540.6480114999999,False
521.512327,580.831891,534.328937,595.319762,2x,527.9206320000001,588.0758265,False
521.512327,542.256009,534.328937,576.959769,25.25,527.9206320000001,559.607889,False
127.060949,288.851420,143.948843,301.668030,Rz,135.504896,295.259725,False
147.820940,288.851420,167.044766,301.668030,6.3,157.43285300000002,295.259725,False
1574.739370,71.054519,1587.408100,88.307250,90,1581.073735,79.68088449999999,False
1587.339375,79.934521,1591.878028,92.747251,°,1589.6087015,86.34088600000001,False
1657.900637,94.211498,1667.142452,107.028108,A,1662.5215445,100.619803,False
1447.781876,255.401002,1460.619875,267.599893,0.1,1454.2008755000002,261.5004475,False
745.313263,223.799864,760.046536,233.709778,.6,752.6798994999999,228.754821,False
1304.019478,195.707099,1319.657795,213.095973,f,1311.8386365000001,204.401536,False
1328.259469,198.011456,1355.283313,210.828066,0.03,1341.771391,204.419761,False
1360.899456,198.011456,1370.903339,210.828066,D,1365.9013975,204.419761,False
1301.019480,212.987092,1322.557824,230.375966,c,1311.788652,221.681529,False
1328.259469,217.811448,1355.283313,230.628058,0.05,1341.771391,224.21975300000003,False
372.700851,266.027071,383.800684,283.415945,n,378.2507675,274.721508,False
383.860846,270.731427,406.924675,283.548037,125,395.3927605,277.139732,False
1559.619391,60.494536,1571.652708,77.627266,4x,1565.6360495,69.060901,False
1411.299435,92.531499,1421.303319,105.348108,D,1416.301377,98.9398035,False
1332.339467,144.947119,1353.877812,162.335993,c,1343.1086395,153.64155599999998,False
1359.579456,149.771476,1386.483301,162.588086,0.05,1373.0313784999998,156.179781,False
1176.099530,169.539924,1188.778766,188.735609,Z,1182.439148,179.1377665,False
1194.699590,169.539924,1201.609878,188.735609,(,1198.154734,179.1377665,False
1207.299608,169.539924,1230.477473,188.735609,10,1218.8885405,179.1377665,False
1236.219586,169.539924,1241.988535,188.735609,:,1239.1040604999998,179.1377665,False
1247.739671,169.539924,1259.277569,188.735609,1,1253.50862,179.1377665,False
1265.019682,169.539924,1271.929969,188.735609,),1268.4748255,179.1377665,False
372.580851,242.499895,407.182201,261.695580,B-B,389.881526,252.0977375,False
1457.379417,40.299976,1472.362083,59.495661,R,1464.87075,49.8978185,False
1478.139469,40.299976,1485.049757,59.495661,(,1481.594613,49.8978185,False
1490.859487,40.299976,1502.397384,59.495661,1,1496.6284355,49.8978185,False
