0;1;[['109.274200', '10.977500', '117.586701', '31.482500', '4']]
1;1;[['236.834200', '10.977500', '245.146701', '31.482500', '3']]
2;1;[['378.569200', '10.977500', '386.881701', '31.482500', '2']]
3;1;[['506.129200', '10.977500', '514.441701', '31.482500', '1']]
4;1;[['45.614200', '198.057500', '53.655872', '218.562500', 'E']]
5;1;[['570.029200', '198.057500', '578.070872', '218.562500', 'E']]
6;3;[['459.894800', '279.875459', '470.830800', '288.142537', '2x']]
7;1;[['451.894800', '226.069084', '462.830800', '241.580200', '0,00'], ['459.894800', '246.452687', '470.830800', '266.389049', '19,20'], ['459.894800', '241.580652', '470.830800', '244.236200', '-'], ['459.894800', '226.069084', '470.830800', '241.580200', '0,05']]
8;1;[['570.419200', '72.717500', '577.690039', '93.222500', 'F']]
9;1;[['421.329100', '246.841063', '432.265100', '251.685500', '+'], ['421.329100', '231.326384', '432.265100', '246.837500', '0,05'], ['429.329100', '253.897509', '440.265100', '273.837500', '15,15'], ['429.329100', '231.326384', '440.265100', '246.837500', '0,00']]
10;1;[['46.004200', '72.717500', '53.275039', '93.222500', 'F']]
11;3;[['260.993500', '312.752200', '265.837937', '323.688200', '+'], ['265.841500', '312.752200', '276.919273', '323.688200', '0,1'], ['247.709281', '320.752200', '258.778733', '331.688200', '1,5'], ['265.841500', '320.752200', '276.919273', '331.688200', '0,0']]
12;3;[['332.505500', '348.824200', '337.349937', '359.760200', '+'], ['337.353500', '348.824200', '348.431273', '359.760200', '0,1'], ['319.221281', '356.824200', '330.290733', '367.760200', '9,3'], ['337.353500', '356.824200', '348.431273', '367.760200', '0,0']]
13;3;[['245.726269', '356.824200', '256.798192', '367.760200', '4,8'], ['259.012576', '356.824200', '278.902066', '367.760200', '±0,05']]
14;1;[['568.454200', '339.792500', '579.620863', '360.297500', 'D']]
15;1;[['387.313300', '363.422463', '398.249300', '368.266900', '+'], ['387.313300', '343.474461', '398.249300', '363.418900', '0,040'], ['395.313300', '372.368828', '406.249300', '383.442900', '4,5'], ['395.313300', '363.422463', '406.249300', '368.266900', '+'], ['395.313300', '343.474461', '406.249300', '363.418900', '0,028']]
16;1;[['44.039200', '339.792500', '55.205863', '360.297500', 'D']]
17;3;[['329.177500', '321.664200', '334.021937', '332.600200', '+'], ['334.025500', '321.664200', '345.103273', '332.600200', '0,1'], ['322.540168', '329.664200', '326.966837', '340.600200', '2'], ['334.025500', '329.664200', '345.103273', '340.600200', '0,0']]
18;1;[['43.529200', '481.527500', '55.716688', '502.032500', 'C']]
19;1;[['567.944200', '481.527500', '580.131688', '502.032500', 'C']]
20;1;[['369.210300', '531.213302', '378.999242', '549.296388', 'A']]
21;1;[['261.571623', '533.144634', '271.360565', '551.227720', 'A']]
22;1;[['45.314200', '623.262500', '53.918371', '643.767500', 'B']]
23;1;[['569.729200', '623.262500', '578.333371', '643.767500', 'B']]
24;3;[['58.373900', '656.552500', '91.254344', '667.488500', 'Material:'], ['93.396367', '656.552500', '116.958623', '667.488500', '1.4021']]
25;3;[['154.165900', '656.552500', '183.171229', '667.488500', 'Surface'], ['185.342122', '656.552500', '214.582566', '667.488500', 'Texture:']]
26;3;[['280.308900', '671.852300', '290.631924', '685.522300', 'Rz'], ['293.402735', '671.852300', '304.485982', '685.522300', '16']]
27;3;[['60.565900', '706.040500', '89.477934', '716.976500', 'Surface'], ['91.641845', '706.040500', '166.300670', '716.976500', 'material/treatment:']]
28;1;[['44.054200', '748.797500', '55.158362', '769.302500', 'A']]
